Image File,Prediction (Before Masking),Confidence (Before Masking),Prediction (After Masking),Confidence (After Masking),Counterfactual Found,Features Replaced,Feature Selection (%),SSIM,MSE,PSNR,UQI,VIFP,Time Taken (s)
town7_002764.png,GO,"[0.33079, 0.66921]",STOP,"[0.50444, 0.49556]",True,103.0,80.47%,0.51849,1812.56143,15.54788,0.84775,0.11861,6.12543
town7_002769.png,GO,"[0.23643, 0.76357]",GO,"[0.41118, 0.58882]",False,128.0,100.00%,,,,,,6.30389
town7_002770.png,GO,"[0.21947, 0.78053]",STOP,"[0.52697, 0.47303]",True,72.0,56.25%,0.65353,770.4107,19.26358,0.92447,0.20296,5.91068
town7_002773.png,GO,"[0.2861, 0.7139]",STOP,"[0.51654, 0.48346]",True,110.0,85.94%,0.58,1529.03888,16.28662,0.88128,0.15538,6.43868
town7_002784.png,GO,"[0.29269, 0.70731]",STOP,"[0.66415, 0.33585]",True,69.0,53.91%,0.64892,683.25253,19.78499,0.94674,0.19209,6.0199
town7_002787.png,GO,"[0.3221, 0.6779]",GO,"[0.40914, 0.59086]",False,128.0,100.00%,,,,,,5.668
town7_002788.png,GO,"[0.33743, 0.66257]",GO,"[0.39821, 0.60179]",False,128.0,100.00%,,,,,,5.97886
town7_002794.png,GO,"[0.33317, 0.66683]",GO,"[0.39428, 0.60572]",False,128.0,100.00%,,,,,,6.13151
town7_002798.png,GO,"[0.46378, 0.53622]",STOP,"[0.56433, 0.43567]",True,8.0,6.25%,0.83602,104.46513,27.94109,0.99568,0.39356,6.37986
town7_002801.png,STOP,"[0.80835, 0.19165]",GO,"[0.45957, 0.54043]",True,50.0,39.06%,0.83885,67.18909,29.85782,0.99804,0.40429,5.92333
town7_002802.png,STOP,"[0.80115, 0.19885]",GO,"[0.49193, 0.50807]",True,13.0,10.16%,0.84304,57.56565,30.52917,0.99849,0.41087,5.68297
town7_002806.png,STOP,"[0.80764, 0.19236]",GO,"[0.49144, 0.50856]",True,22.0,17.19%,0.82227,68.77,29.75681,0.99821,0.39929,4.66482
town7_002814.png,STOP,"[0.78067, 0.21933]",GO,"[0.49347, 0.50653]",True,8.0,6.25%,0.80995,72.29844,29.53951,0.99813,0.39026,5.79042
town7_002818.png,GO,"[0.44333, 0.55667]",STOP,"[0.60168, 0.39832]",True,2.0,1.56%,0.83917,56.33125,30.62331,0.9984,0.40208,5.57638
town7_002819.png,GO,"[0.33783, 0.66217]",STOP,"[0.50407, 0.49593]",True,23.0,17.97%,0.84484,52.68365,30.91405,0.99841,0.40231,6.00321
town7_002824.png,GO,"[0.28575, 0.71425]",STOP,"[0.54509, 0.45491]",True,30.0,23.44%,0.8191,76.3638,29.30193,0.99739,0.32903,5.74425
town7_002825.png,GO,"[0.25822, 0.74178]",STOP,"[0.55804, 0.44196]",True,72.0,56.25%,0.77967,183.61125,25.49181,0.99328,0.25965,6.20253
town7_002834.png,GO,"[0.22496, 0.77504]",STOP,"[0.56138, 0.43862]",True,100.0,78.12%,0.56858,647.64615,20.01743,0.90846,0.12785,5.0168
town7_002836.png,GO,"[0.25037, 0.74963]",GO,"[0.40459, 0.59541]",False,128.0,100.00%,,,,,,6.18644
town7_002846.png,GO,"[0.26036, 0.73964]",STOP,"[0.60459, 0.39541]",True,67.0,52.34%,0.6737,287.77172,23.54032,0.96157,0.20567,4.9486
town7_002854.png,GO,"[0.2779, 0.7221]",STOP,"[0.50546, 0.49454]",True,95.0,74.22%,0.66992,235.34688,24.41372,0.95938,0.21243,5.73762
town7_002856.png,STOP,"[0.60295, 0.39705]",GO,"[0.47369, 0.52631]",True,1.0,0.78%,0.6791,157.01388,26.17142,0.98758,0.2358,5.19526
town7_002862.png,STOP,"[0.80178, 0.19822]",GO,"[0.46271, 0.53729]",True,4.0,3.12%,0.74553,157.48536,26.1584,0.993,0.30742,5.7756
town7_002865.png,STOP,"[0.84018, 0.15982]",GO,"[0.4725, 0.5275]",True,7.0,5.47%,0.71923,177.98185,25.62705,0.99204,0.28967,6.50366
town7_002867.png,STOP,"[0.80339, 0.19661]",GO,"[0.49677, 0.50323]",True,4.0,3.12%,0.71438,181.74583,25.53616,0.99197,0.29098,6.47136
town7_002872.png,STOP,"[0.76991, 0.23009]",GO,"[0.4296, 0.5704]",True,2.0,1.56%,0.71969,174.57531,25.71098,0.99238,0.29676,6.71588
town7_002874.png,STOP,"[0.82773, 0.17227]",GO,"[0.47462, 0.52538]",True,5.0,3.91%,0.71348,180.60292,25.56356,0.99212,0.28657,6.59235
town7_002878.png,STOP,"[0.84383, 0.15617]",GO,"[0.36561, 0.63439]",True,6.0,4.69%,0.71251,179.22341,25.59686,0.99204,0.2846,6.67404
town7_002882.png,STOP,"[0.8077, 0.1923]",GO,"[0.45295, 0.54705]",True,4.0,3.12%,0.71307,178.57906,25.6125,0.99211,0.28635,6.22239
town7_002890.png,GO,"[0.18481, 0.81519]",STOP,"[0.543, 0.457]",True,110.0,85.94%,0.64234,305.84297,23.27582,0.98384,0.21775,6.26605
town7_002892.png,GO,"[0.16642, 0.83358]",STOP,"[0.56196, 0.43804]",True,117.0,91.41%,0.63498,394.77065,22.16736,0.9774,0.19907,7.34892
town7_002899.png,GO,"[0.24996, 0.75004]",STOP,"[0.54773, 0.45227]",True,52.0,40.62%,0.61083,277.71622,23.69479,0.97408,0.15942,7.12309
town7_002909.png,GO,"[0.27213, 0.72787]",STOP,"[0.51788, 0.48212]",True,47.0,36.72%,0.68861,224.95685,24.60981,0.94144,0.23377,7.06163
town7_002913.png,GO,"[0.27939, 0.72061]",STOP,"[0.67973, 0.32027]",True,20.0,15.62%,0.70804,173.54711,25.73663,0.96898,0.26628,6.3545
town7_002915.png,GO,"[0.20709, 0.79291]",STOP,"[0.59574, 0.40426]",True,62.0,48.44%,0.64892,282.5237,23.62025,0.93171,0.2295,7.77878
town7_002917.png,GO,"[0.25082, 0.74918]",STOP,"[0.62016, 0.37984]",True,22.0,17.19%,0.73658,147.80279,26.43398,0.97396,0.29271,6.40186
town7_002926.png,GO,"[0.3187, 0.6813]",STOP,"[0.52106, 0.47894]",True,1.0,0.78%,0.69601,198.52867,25.15257,0.97027,0.27379,6.09102
town7_002929.png,GO,"[0.19245, 0.80755]",STOP,"[0.60725, 0.39275]",True,25.0,19.53%,0.68971,312.48323,23.18254,0.96177,0.25339,7.24558
town7_002942.png,STOP,"[0.93989, 0.06011]",GO,"[0.46753, 0.53247]",True,77.0,60.16%,0.77245,172.97388,25.751,0.96465,0.33343,6.86403
town7_002951.png,STOP,"[0.96093, 0.03907]",GO,"[0.44687, 0.55313]",True,30.0,23.44%,0.77251,134.69958,26.83714,0.9743,0.32474,6.11247
town7_002952.png,STOP,"[0.96432, 0.03568]",GO,"[0.42853, 0.57147]",True,50.0,39.06%,0.77404,145.98969,26.48758,0.96835,0.33398,6.11412
town7_002956.png,STOP,"[0.95512, 0.04488]",GO,"[0.4161, 0.5839]",True,76.0,59.38%,0.76464,177.49719,25.63889,0.96298,0.32262,6.52217
town7_002959.png,STOP,"[0.95417, 0.04583]",GO,"[0.49579, 0.50421]",True,43.0,33.59%,0.77156,155.25742,26.22028,0.9631,0.32969,7.29963
town7_002962.png,STOP,"[0.94333, 0.05667]",GO,"[0.49476, 0.50524]",True,50.0,39.06%,0.77509,151.80182,26.31803,0.97068,0.33139,7.47279
town7_002969.png,STOP,"[0.95969, 0.04031]",GO,"[0.42108, 0.57892]",True,66.0,51.56%,0.77256,161.68427,26.04413,0.96964,0.33378,6.64954
town7_002973.png,STOP,"[0.95551, 0.04449]",GO,"[0.46714, 0.53286]",True,72.0,56.25%,0.76648,166.58036,25.91457,0.96806,0.32159,7.40313
town7_002984.png,STOP,"[0.93419, 0.06581]",GO,"[0.4966, 0.5034]",True,42.0,32.81%,0.77361,153.94167,26.25724,0.96887,0.33385,6.53538
town7_002991.png,STOP,"[0.94612, 0.05388]",GO,"[0.41958, 0.58042]",True,67.0,52.34%,0.77236,162.97904,26.00949,0.96794,0.33392,7.08916
town7_002994.png,STOP,"[0.9615, 0.0385]",GO,"[0.49774, 0.50226]",True,81.0,63.28%,0.76277,183.12055,25.50343,0.96256,0.31878,7.09589
town7_002999.png,STOP,"[0.96009, 0.03991]",GO,"[0.41094, 0.58906]",True,75.0,58.59%,0.77285,166.03721,25.92875,0.96422,0.33008,7.28125
town7_003008.png,STOP,"[0.96403, 0.03597]",GO,"[0.4827, 0.5173]",True,59.0,46.09%,0.7636,188.88622,25.3688,0.9633,0.3115,6.67134
town7_003009.png,STOP,"[0.96122, 0.03878]",GO,"[0.48549, 0.51451]",True,68.0,53.12%,0.7714,156.84003,26.17623,0.96987,0.32706,6.53299
town7_003030.png,STOP,"[0.95507, 0.04493]",GO,"[0.45318, 0.54682]",True,51.0,39.84%,0.76706,160.9513,26.06386,0.96664,0.32175,6.49133
town7_003045.png,STOP,"[0.94759, 0.05241]",GO,"[0.4547, 0.5453]",True,66.0,51.56%,0.771,152.39878,26.30099,0.9686,0.33328,6.83327
town7_003046.png,STOP,"[0.94962, 0.05038]",GO,"[0.49383, 0.50617]",True,47.0,36.72%,0.7682,155.81531,26.2047,0.96642,0.32494,6.20979
town7_003050.png,STOP,"[0.94402, 0.05598]",GO,"[0.42917, 0.57083]",True,70.0,54.69%,0.76744,174.3874,25.71565,0.96734,0.32827,6.79275
town7_003058.png,STOP,"[0.95372, 0.04628]",GO,"[0.46231, 0.53769]",True,65.0,50.78%,0.76812,151.35531,26.33083,0.96965,0.33114,5.45036
town7_003068.png,STOP,"[0.94783, 0.05217]",GO,"[0.4376, 0.5624]",True,68.0,53.12%,0.77009,162.12203,26.03238,0.96839,0.33279,6.4576
town7_003082.png,STOP,"[0.95372, 0.04628]",GO,"[0.48611, 0.51389]",True,71.0,55.47%,0.77008,158.86596,26.12049,0.96991,0.33104,6.26046
town7_003083.png,STOP,"[0.944, 0.056]",GO,"[0.3911, 0.6089]",True,59.0,46.09%,0.74643,212.00169,24.86741,0.96125,0.29583,6.24762
town7_003084.png,STOP,"[0.95684, 0.04316]",GO,"[0.4837, 0.5163]",True,100.0,78.12%,0.74792,203.60948,25.04282,0.95811,0.30345,6.85828
town7_003085.png,STOP,"[0.95965, 0.04035]",GO,"[0.33118, 0.66882]",True,68.0,53.12%,0.75275,196.22695,25.20322,0.9625,0.29757,6.58627
town7_003094.png,STOP,"[0.51645, 0.48355]",GO,"[0.38097, 0.61903]",True,1.0,0.78%,0.72667,140.26188,26.66141,0.96509,0.28855,6.90263
town7_003096.png,GO,"[0.32968, 0.67032]",STOP,"[0.54799, 0.45201]",True,16.0,12.50%,0.69723,157.10721,26.16884,0.95256,0.25713,5.94798
town7_003102.png,GO,"[0.0786, 0.9214]",STOP,"[0.54337, 0.45663]",True,72.0,56.25%,0.56299,560.50146,20.64504,0.95292,0.1279,5.58031
town7_003105.png,GO,"[0.03345, 0.96655]",STOP,"[0.51058, 0.48942]",True,109.0,85.16%,0.56238,615.53406,20.23828,0.92798,0.10788,6.13021
town7_003109.png,GO,"[0.11799, 0.88201]",STOP,"[0.52644, 0.47356]",True,75.0,58.59%,0.44404,714.98185,19.58785,0.87359,0.08916,7.36628
town7_003111.png,GO,"[0.05604, 0.94396]",STOP,"[0.57202, 0.42798]",True,109.0,85.16%,0.38751,1232.76956,17.22198,0.78757,0.07124,7.90157
town7_003113.png,GO,"[0.05172, 0.94828]",STOP,"[0.52453, 0.47547]",True,71.0,55.47%,0.43213,1046.81526,17.9321,0.86648,0.08917,6.96005
town7_003114.png,GO,"[0.10338, 0.89662]",STOP,"[0.54868, 0.45132]",True,69.0,53.91%,0.46316,951.67529,18.34592,0.84933,0.08411,7.28467
town7_003118.png,GO,"[0.06548, 0.93452]",STOP,"[0.51601, 0.48399]",True,128.0,100.00%,0.39455,2819.37625,13.62927,0.69436,0.06409,6.66523
town7_003122.png,GO,"[0.09039, 0.90961]",STOP,"[0.60291, 0.39709]",True,122.0,95.31%,0.43945,1279.4526,17.06056,0.79245,0.07494,7.0303
town7_003137.png,GO,"[0.05536, 0.94464]",STOP,"[0.5544, 0.4456]",True,71.0,55.47%,0.40475,1529.56219,16.28513,0.76539,0.05749,5.90044
town7_003146.png,GO,"[0.08295, 0.91705]",STOP,"[0.50749, 0.49251]",True,75.0,58.59%,0.4886,919.72729,18.49421,0.7953,0.10813,6.45963
town7_003156.png,GO,"[0.08562, 0.91438]",STOP,"[0.52289, 0.47711]",True,91.0,71.09%,0.38937,2403.80615,14.32181,0.84196,0.06977,5.86028
town7_003158.png,GO,"[0.03682, 0.96318]",STOP,"[0.60162, 0.39838]",True,52.0,40.62%,0.3954,1532.75523,16.27608,0.84725,0.08263,5.52226
town7_003162.png,GO,"[0.01021, 0.98979]",STOP,"[0.50543, 0.49457]",True,119.0,92.97%,0.38686,4091.94651,12.0115,0.70602,0.07107,5.82164
town7_003163.png,GO,"[0.02122, 0.97878]",STOP,"[0.60108, 0.39892]",True,85.0,66.41%,0.33933,2518.90245,14.11869,0.7415,0.05853,5.36299
town7_003170.png,GO,"[0.05217, 0.94783]",STOP,"[0.56755, 0.43245]",True,104.0,81.25%,0.35767,2045.64104,15.02251,0.68556,0.0692,5.56278
town7_003181.png,GO,"[0.04662, 0.95338]",STOP,"[0.5191, 0.4809]",True,66.0,51.56%,0.5106,895.85057,18.60845,0.87493,0.13542,6.22935
town7_003197.png,GO,"[0.19056, 0.80944]",STOP,"[0.58696, 0.41304]",True,76.0,59.38%,0.41117,1158.13768,17.4932,0.83922,0.06175,6.81043
town7_003204.png,GO,"[0.18233, 0.81767]",STOP,"[0.54024, 0.45976]",True,125.0,97.66%,0.36825,1553.30659,16.21823,0.87553,0.05968,6.26738
town7_003208.png,GO,"[0.25445, 0.74555]",STOP,"[0.52915, 0.47085]",True,111.0,86.72%,0.32036,1704.06956,15.81593,0.84947,0.04291,6.04217
town7_003215.png,GO,"[0.29031, 0.70969]",STOP,"[0.5135, 0.4865]",True,118.0,92.19%,0.41061,1700.68818,15.82456,0.89722,0.06363,6.8575
town7_003216.png,GO,"[0.27492, 0.72508]",STOP,"[0.65883, 0.34117]",True,128.0,100.00%,0.45422,1387.74906,16.70769,0.93641,0.06258,8.21958
town7_003222.png,GO,"[0.31156, 0.68844]",STOP,"[0.64404, 0.35596]",True,67.0,52.34%,0.59455,407.17039,22.03304,0.98243,0.12866,6.23942
town7_003223.png,GO,"[0.29577, 0.70423]",STOP,"[0.50349, 0.49651]",True,72.0,56.25%,0.61619,380.79362,22.32391,0.98216,0.14889,5.90245
town7_003227.png,GO,"[0.28232, 0.71768]",STOP,"[0.52088, 0.47912]",True,42.0,32.81%,0.70785,125.28331,27.15187,0.99477,0.2384,6.327
town7_003236.png,STOP,"[0.96895, 0.03105]",GO,"[0.47562, 0.52438]",True,59.0,46.09%,0.74901,185.32206,25.45153,0.98938,0.29292,7.38719
town7_003247.png,STOP,"[0.97458, 0.02542]",GO,"[0.47935, 0.52065]",True,51.0,39.84%,0.75285,181.87706,25.53302,0.98972,0.29597,7.14296
town7_003257.png,STOP,"[0.96352, 0.03648]",GO,"[0.44095, 0.55905]",True,66.0,51.56%,0.71617,238.32573,24.35909,0.98515,0.26405,7.06086
town7_003258.png,STOP,"[0.97341, 0.02659]",GO,"[0.48973, 0.51027]",True,52.0,40.62%,0.7514,178.49305,25.61459,0.98915,0.29052,7.20075
town7_003259.png,STOP,"[0.95659, 0.04341]",GO,"[0.44407, 0.55593]",True,52.0,40.62%,0.74438,187.50331,25.40071,0.9888,0.29161,7.43824
town7_003263.png,STOP,"[0.93743, 0.06257]",GO,"[0.48005, 0.51995]",True,41.0,32.03%,0.75996,161.29729,26.05453,0.9914,0.30544,6.72377
town7_003264.png,STOP,"[0.96714, 0.03286]",GO,"[0.43245, 0.56755]",True,55.0,42.97%,0.74533,200.27724,25.11449,0.9877,0.28936,7.29667
town7_003267.png,STOP,"[0.94603, 0.05397]",GO,"[0.46678, 0.53322]",True,62.0,48.44%,0.72416,234.59523,24.42761,0.9854,0.27177,6.49064
town7_003289.png,STOP,"[0.95397, 0.04603]",GO,"[0.41778, 0.58222]",True,50.0,39.06%,0.76492,171.74711,25.78191,0.99002,0.31184,6.09679
town7_003290.png,STOP,"[0.95933, 0.04067]",GO,"[0.37313, 0.62687]",True,41.0,32.03%,0.75111,211.22865,24.88328,0.98812,0.28236,6.54108
town7_003291.png,STOP,"[0.96849, 0.03151]",GO,"[0.48353, 0.51647]",True,54.0,42.19%,0.73815,195.9475,25.20941,0.98789,0.28219,6.26611
town7_003315.png,GO,"[0.16733, 0.83267]",STOP,"[0.52309, 0.47691]",True,107.0,83.59%,0.46972,1297.22286,17.00066,0.89852,0.10812,6.45937
town7_003320.png,GO,"[0.03984, 0.96016]",STOP,"[0.54285, 0.45715]",True,103.0,80.47%,0.50656,1308.44268,16.96326,0.74331,0.13091,6.89629
town7_003323.png,GO,"[0.10672, 0.89328]",STOP,"[0.52791, 0.47209]",True,103.0,80.47%,0.53984,897.61469,18.5999,0.76054,0.15461,7.58766
town7_003326.png,GO,"[0.2575, 0.7425]",STOP,"[0.5932, 0.4068]",True,34.0,26.56%,0.68932,304.06344,23.30116,0.93577,0.21589,6.9378
town7_003328.png,GO,"[0.28194, 0.71806]",STOP,"[0.50128, 0.49872]",True,17.0,13.28%,0.72601,213.59182,24.83496,0.94336,0.26755,6.45206
town7_003329.png,GO,"[0.30404, 0.69596]",STOP,"[0.5643, 0.4357]",True,22.0,17.19%,0.69645,277.73688,23.69447,0.93053,0.24507,6.608
town7_003334.png,GO,"[0.22673, 0.77327]",STOP,"[0.63064, 0.36936]",True,54.0,42.19%,0.55286,559.87312,20.64991,0.92548,0.12556,7.5195
town7_003335.png,GO,"[0.14405, 0.85595]",STOP,"[0.51422, 0.48578]",True,84.0,65.62%,0.4637,1092.60383,17.74618,0.88459,0.11449,6.45289
town7_003339.png,GO,"[0.07171, 0.92829]",STOP,"[0.51699, 0.48301]",True,122.0,95.31%,0.48958,1456.95875,16.49633,0.85216,0.09832,6.62263
town7_003340.png,GO,"[0.05027, 0.94973]",STOP,"[0.57568, 0.42432]",True,127.0,99.22%,0.45119,2024.76422,15.06706,0.77847,0.09165,6.00974
town7_003344.png,GO,"[0.04859, 0.95141]",STOP,"[0.52792, 0.47208]",True,110.0,85.94%,0.42921,2021.20768,15.07469,0.69501,0.09234,6.54275
town7_003349.png,GO,"[0.05098, 0.94902]",STOP,"[0.5228, 0.4772]",True,122.0,95.31%,0.44145,1857.6349,15.4412,0.74083,0.07862,7.06585
town7_003352.png,GO,"[0.06304, 0.93696]",STOP,"[0.50299, 0.49701]",True,100.0,78.12%,0.47627,1340.33828,16.85866,0.74554,0.08959,6.32309
town7_003356.png,GO,"[0.05429, 0.94571]",STOP,"[0.57355, 0.42645]",True,72.0,56.25%,0.51819,1046.55987,17.93316,0.83705,0.09627,6.85735
town7_003361.png,GO,"[0.04627, 0.95373]",STOP,"[0.52314, 0.47686]",True,45.0,35.16%,0.53463,616.3644,20.23243,0.91497,0.12217,6.33317
town7_003362.png,GO,"[0.04122, 0.95878]",STOP,"[0.50752, 0.49248]",True,81.0,63.28%,0.51858,1097.75323,17.72576,0.85546,0.11256,7.2185
town7_003371.png,GO,"[0.04303, 0.95697]",STOP,"[0.51045, 0.48955]",True,118.0,92.19%,0.42628,2581.77255,14.01162,0.73776,0.07544,7.17126
town7_003372.png,GO,"[0.05332, 0.94668]",STOP,"[0.53252, 0.46748]",True,109.0,85.16%,0.44862,2437.65815,14.26108,0.73028,0.09884,6.50379
town7_003376.png,GO,"[0.04861, 0.95139]",STOP,"[0.56026, 0.43974]",True,95.0,74.22%,0.47006,1850.9838,15.45678,0.79457,0.10815,5.72313
town7_003378.png,GO,"[0.08702, 0.91298]",STOP,"[0.64041, 0.35959]",True,60.0,46.88%,0.50338,1027.06201,18.01484,0.8299,0.12915,5.75471
town7_003379.png,GO,"[0.05448, 0.94552]",GO,"[0.45902, 0.54098]",False,128.0,100.00%,,,,,,5.41161
town7_003381.png,GO,"[0.03847, 0.96153]",GO,"[0.38588, 0.61412]",False,128.0,100.00%,,,,,,6.24806
town7_003397.png,GO,"[0.15803, 0.84197]",STOP,"[0.50172, 0.49828]",True,60.0,46.88%,0.59493,544.87901,20.7678,0.8697,0.17036,6.80938
town7_003402.png,GO,"[0.16821, 0.83179]",STOP,"[0.77877, 0.22123]",True,76.0,59.38%,0.54138,1087.34323,17.76714,0.83135,0.15138,6.76145
town7_003410.png,GO,"[0.17692, 0.82308]",STOP,"[0.51274, 0.48726]",True,104.0,81.25%,0.51224,1021.88294,18.03679,0.88917,0.11002,7.38233
town7_003419.png,GO,"[0.10018, 0.89982]",GO,"[0.47734, 0.52266]",False,128.0,100.00%,,,,,,7.0541
town7_003424.png,GO,"[0.13844, 0.86156]",STOP,"[0.56309, 0.43691]",True,108.0,84.38%,0.49369,996.98622,18.14391,0.88439,0.0773,6.52933
town7_003426.png,GO,"[0.22031, 0.77969]",STOP,"[0.502, 0.498]",True,109.0,85.16%,0.47773,1046.0524,17.93527,0.87386,0.09022,6.3714
town7_003429.png,GO,"[0.13895, 0.86105]",STOP,"[0.56429, 0.43571]",True,109.0,85.16%,0.4965,1008.97146,18.09201,0.87052,0.08037,5.13539
town7_003437.png,GO,"[0.23429, 0.76571]",STOP,"[0.51168, 0.48832]",True,67.0,52.34%,0.53515,672.63432,19.85301,0.93327,0.12433,6.13048
town7_003444.png,GO,"[0.32187, 0.67813]",STOP,"[0.57774, 0.42226]",True,75.0,58.59%,0.65397,440.57016,21.69065,0.96462,0.15786,5.5193
town7_003446.png,GO,"[0.34739, 0.65261]",STOP,"[0.50435, 0.49565]",True,90.0,70.31%,0.60121,697.16945,19.69742,0.95586,0.14921,5.35823
town7_003447.png,GO,"[0.33265, 0.66735]",STOP,"[0.5033, 0.4967]",True,77.0,60.16%,0.67106,436.51987,21.73076,0.97143,0.18175,5.94931
town7_003453.png,GO,"[0.37787, 0.62213]",STOP,"[0.50295, 0.49705]",True,98.0,76.56%,0.64262,445.87898,21.63863,0.96633,0.16331,6.75919
town7_003454.png,GO,"[0.32544, 0.67456]",STOP,"[0.51804, 0.48196]",True,97.0,75.78%,0.59154,706.22237,19.64139,0.95454,0.13398,6.78854
town7_003457.png,GO,"[0.35373, 0.64627]",STOP,"[0.522, 0.478]",True,6.0,4.69%,0.68729,244.20826,24.2532,0.98865,0.21013,6.38814
town7_003459.png,GO,"[0.4228, 0.5772]",STOP,"[0.53144, 0.46856]",True,7.0,5.47%,0.68236,190.43599,25.33331,0.98909,0.22376,7.84295
town7_003460.png,GO,"[0.34236, 0.65764]",STOP,"[0.56419, 0.43581]",True,10.0,7.81%,0.64106,307.2144,23.25639,0.97751,0.21847,7.61794
town7_003469.png,GO,"[0.21682, 0.78318]",GO,"[0.39634, 0.60366]",False,128.0,100.00%,,,,,,8.13432
town7_003470.png,GO,"[0.17979, 0.82021]",GO,"[0.3715, 0.6285]",False,128.0,100.00%,,,,,,6.7813
town7_003481.png,GO,"[0.32618, 0.67382]",STOP,"[0.50341, 0.49659]",True,65.0,50.78%,0.59068,577.08536,20.5184,0.96105,0.10503,6.15027
town7_003485.png,GO,"[0.29105, 0.70895]",STOP,"[0.57914, 0.42086]",True,88.0,68.75%,0.62973,587.3719,20.44167,0.94561,0.12985,7.12407
town7_003495.png,GO,"[0.3168, 0.6832]",STOP,"[0.50355, 0.49645]",True,51.0,39.84%,0.65753,457.30305,21.52876,0.95131,0.17548,6.74917
town7_003498.png,GO,"[0.25849, 0.74151]",STOP,"[0.53464, 0.46536]",True,75.0,58.59%,0.64526,514.72271,21.01507,0.9561,0.15454,7.0898
town7_003502.png,GO,"[0.15587, 0.84413]",STOP,"[0.54856, 0.45144]",True,35.0,27.34%,0.76086,207.05596,24.96993,0.98504,0.25076,6.85831
town7_003511.png,GO,"[0.30552, 0.69448]",STOP,"[0.66656, 0.33344]",True,91.0,71.09%,0.55955,1058.45602,17.88408,0.89142,0.09834,7.01953
town7_003518.png,GO,"[0.32343, 0.67657]",STOP,"[0.51284, 0.48716]",True,50.0,39.06%,0.746,210.99198,24.88814,0.97892,0.23188,6.58283
town7_003534.png,GO,"[0.2857, 0.7143]",STOP,"[0.51516, 0.48484]",True,100.0,78.12%,0.66411,711.98203,19.60611,0.90861,0.16094,6.98351
town7_003538.png,GO,"[0.28769, 0.71231]",STOP,"[0.67905, 0.32095]",True,111.0,86.72%,0.60503,1035.48987,17.97935,0.88254,0.13758,6.28824
town7_003539.png,GO,"[0.31478, 0.68522]",STOP,"[0.55302, 0.44698]",True,111.0,86.72%,0.63126,962.61591,18.29627,0.88774,0.15992,7.15676
town7_003543.png,GO,"[0.33458, 0.66542]",STOP,"[0.52874, 0.47126]",True,94.0,73.44%,0.65111,793.58271,19.13488,0.91981,0.17403,7.12677
town7_003546.png,GO,"[0.33236, 0.66764]",STOP,"[0.50679, 0.49321]",True,33.0,25.78%,0.72449,207.81971,24.95394,0.98546,0.24649,6.82186
town7_003549.png,GO,"[0.45179, 0.54821]",STOP,"[0.55269, 0.44731]",True,24.0,18.75%,0.74585,159.46521,26.10414,0.98542,0.27117,6.89064
town7_003553.png,GO,"[0.33368, 0.66632]",GO,"[0.43656, 0.56344]",False,128.0,100.00%,,,,,,7.14415
town7_003556.png,GO,"[0.30978, 0.69022]",GO,"[0.40375, 0.59625]",False,128.0,100.00%,,,,,,6.00961
town7_003570.png,GO,"[0.30136, 0.69864]",STOP,"[0.5075, 0.4925]",True,98.0,76.56%,0.6122,489.20047,21.23593,0.97129,0.14102,5.40544
town7_003573.png,GO,"[0.29615, 0.70385]",STOP,"[0.67873, 0.32127]",True,123.0,96.09%,0.63938,994.33047,18.1555,0.92903,0.10916,5.26888
town7_003574.png,GO,"[0.28376, 0.71624]",STOP,"[0.51318, 0.48682]",True,114.0,89.06%,0.6098,1017.24151,18.05656,0.92638,0.09739,5.06796
town7_003583.png,GO,"[0.27704, 0.72296]",STOP,"[0.504, 0.496]",True,119.0,92.97%,0.58041,995.26977,18.1514,0.87783,0.12097,6.20616
town7_003590.png,GO,"[0.17007, 0.82993]",STOP,"[0.54665, 0.45335]",True,119.0,92.97%,0.62269,1017.71633,18.05454,0.95313,0.11831,6.43962
town7_003599.png,GO,"[0.3099, 0.6901]",STOP,"[0.51544, 0.48456]",True,97.0,75.78%,0.65856,445.95432,21.6379,0.97275,0.18099,7.07771
town7_003605.png,GO,"[0.23612, 0.76388]",GO,"[0.42225, 0.57775]",False,128.0,100.00%,,,,,,7.7986
town7_003608.png,GO,"[0.33281, 0.66719]",STOP,"[0.5055, 0.4945]",True,114.0,89.06%,0.63238,518.42203,20.98397,0.97449,0.15892,6.7938
town7_003609.png,GO,"[0.32743, 0.67257]",GO,"[0.3553, 0.6447]",False,128.0,100.00%,,,,,,6.80019
town7_003612.png,GO,"[0.25639, 0.74361]",STOP,"[0.54899, 0.45101]",True,100.0,78.12%,0.59638,504.4925,21.10226,0.97572,0.12935,6.17391
town7_003616.png,GO,"[0.20042, 0.79958]",STOP,"[0.50317, 0.49683]",True,78.0,60.94%,0.64603,426.83286,21.82823,0.98061,0.14829,6.59532
town7_003620.png,GO,"[0.25016, 0.74984]",STOP,"[0.56436, 0.43564]",True,120.0,93.75%,0.67857,565.41529,20.60713,0.96898,0.16794,5.84989
town7_003621.png,GO,"[0.2523, 0.7477]",STOP,"[0.56565, 0.43435]",True,108.0,84.38%,0.72692,413.52229,21.96581,0.9759,0.21188,6.63031
town7_003627.png,GO,"[0.21097, 0.78903]",STOP,"[0.51136, 0.48864]",True,127.0,99.22%,0.67837,656.23464,19.96021,0.96364,0.15054,6.98434
